X,Y,calle,colonias,ID_COL,tipo,Ubicación,Reporte
-103.728812,19.262473,Queseria,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.728649,19.262889,Queseria,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.728509,19.263244,Queseria,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.728106,19.263982,Queseria,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.727973,19.264318,Queseria,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.727422,19.26457,Queseria,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.727816,19.264721,Queseria,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.728332,19.262516,Republica de Argentina,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.728876,19.262693,Republica de Argentina,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.72943,19.262877,Republica de Argentina,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.729704,19.262964,Republica de Argentina,LOPEZ MATEOS,10001020,2,Colonia,Buen estado
-103.727965,19.263815,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.728222,19.263831,Tecoman,LOPEZ MATEOS,10001020,11,jardin,Buen estado
-103.728335,19.263834,Tecoman,LOPEZ MATEOS,10001020,11,jardin,Buen estado
-103.72776,19.263856,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.728458,19.263913,Tecoman,LOPEZ MATEOS,10001020,11,jardin,Buen estado
-103.728283,19.263912,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.728691,19.263944,Tecoman,LOPEZ MATEOS,10001020,11,jardin,Buen estado
-103.72807,19.263958,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.728547,19.263999,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.728381,19.264054,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.72882,19.264088,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.729143,19.264194,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.728917,19.264229,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.729574,19.264332,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.729446,19.264398,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.7298,19.264405,Tecoman,LOPEZ MATEOS,10001020,1,Colonia,Buen estado
-103.730155,19.266548,5 de mayo,MORELOS,10001019,2,Colonia,Buen estado
-103.729911,19.267017,5 de mayo,MORELOS,10001019,2,Colonia,Buen estado
-103.729704,19.267414,5 de mayo,MORELOS,10001019,2,Colonia,Buen estado
-103.729489,19.267828,5 de mayo,MORELOS,10001019,2,Colonia,Buen estado
-103.729012,19.267842,Av Tecnologico,MORELOS,10001019,1,"Doble, Avenida",Buen estado
-103.729459,19.268195,Av Tecnologico,MORELOS,10001019,1,"Doble, Avenida",Buen estado
-103.72989,19.268508,Av Tecnologico,MORELOS,10001019,1,"Doble, Avenida",Buen estado
-103.730317,19.268833,Av Tecnologico,MORELOS,10001019,1,"Doble, Avenida",Buen estado
-103.730812,19.26921,Av Tecnologico,MORELOS,10001019,1,"Doble, Avenida",Buen estado
-103.730596,19.267845,Cuauhtemoc,MORELOS,10001019,2,Colonia,Buen estado
-103.730595,19.268141,Cuauhtemoc,MORELOS,10001019,2,Colonia,Buen estado
-103.730491,19.268254,Cuauhtemoc,MORELOS,10001019,2,Colonia,Buen estado
-103.73042,19.268625,Cuauhtemoc,MORELOS,10001019,2,Colonia,Buen estado
-103.729205,19.266953,Hermenegildo Galeana,MORELOS,10001019,2,Colonia,Buen estado
-103.729207,19.266954,Hermenegildo Galeana,MORELOS,10001019,2,Colonia,Buen estado
-103.729785,19.267164,Hermenegildo Galeana,MORELOS,10001019,2,Colonia,Buen estado
-103.729785,19.267166,Hermenegildo Galeana,MORELOS,10001019,2,Colonia,Buen estado
-103.730224,19.267324,Hermenegildo Galeana,MORELOS,10001019,2,Colonia,Buen estado
-103.730232,19.267325,Hermenegildo Galeana,MORELOS,10001019,2,Colonia,Buen estado
-103.729808,19.265479,Lopez Rayon,MORELOS,10001019,1,Colonia,Buen estado
-103.729309,19.266386,Republica de San Salvador,MORELOS,10001019,2,Colonia,Buen estado
-103.729654,19.266492,Republica de San Salvador,MORELOS,10001019,2,Colonia,Buen estado
-103.730026,19.266608,Republica de San Salvador,MORELOS,10001019,2,Colonia,Buen estado
-103.729829,19.266086,Republica de Venezuela,MORELOS,10001019,2,Colonia,Buen estado
-103.766708,19.241512,Martin Gudiyo Toscano,RANCHO BLANCO,10001090,1,Colonia,Buen estado
-103.731427,19.271846,Cerrada Del Carmen,RINCONADA DE LA HACIENDA,10001046,12,Colonia,Buen estado
-103.731811,19.272093,Cerrada Del Carmen,RINCONADA DE LA HACIENDA,10001046,12,Colonia,Buen estado
-103.731932,19.27225,Cerrada Del Carmen,RINCONADA DE LA HACIENDA,10001046,12,Colonia,Buen estado
-103.731136,19.272287,Cerrada Del Carmen,RINCONADA DE LA HACIENDA,10001046,12,Colonia,Buen estado
-103.73138,19.272355,Cerrada Del Carmen,RINCONADA DE LA HACIENDA,10001046,12,Colonia,Buen estado
-103.731902,19.272466,Cerrada Del Carmen,RINCONADA DE LA HACIENDA,10001046,12,Colonia,Buen estado
-103.731506,19.272517,Cerrada Del Carmen,RINCONADA DE LA HACIENDA,10001046,12,Colonia,Buen estado
-103.731859,19.272748,Cerrada Del Carmen,RINCONADA DE LA HACIENDA,10001046,12,Colonia,Buen estado
-103.730849,19.27261,Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,8,Colonia,Buen estado
-103.730996,19.272716,Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,8,Colonia,Buen estado
-103.731086,19.272879,Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,8,Colonia,Buen estado
-103.731272,19.272916,Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,8,Colonia,Buen estado
-103.731363,19.273081,Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,8,Colonia,Buen estado
-103.731545,19.27326,Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,8,Colonia,Buen estado
-103.731392,19.273331,Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,2,Colonia,Buen estado
-103.731761,19.272984,Priv Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,8,Colonia,Buen estado
-103.731573,19.273089,Priv Nicasio Carbajal flores,RINCONADA DE LA HACIENDA NORTE,10001116,8,Colonia,Buen estado
-103.726157,19.259701,AND Emiliano Zapata,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.726498,19.259828,AND Emiliano Zapata,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.726859,19.259969,AND Emiliano Zapata,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.726087,19.26003,AND Emiliano Zapata,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.727046,19.260084,AND Emiliano Zapata,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.725862,19.259387,AND Felipe Angeles,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.725871,19.259599,AND Felipe Angeles,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.725809,19.25997,AND Felipe Angeles,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.726564,19.260024,AND Francisco Villa,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.726632,19.260183,AND Francisco Villa,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.726841,19.260259,AND Francisco Villa,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.72794,19.259931,Independencia,ROSARIO IBARRA,0,2,Colonia,Buen estado
-103.727678,19.259837,Independencia,ROSARIO IBARRA,0,2,Colonia,Buen estado
-103.727425,19.259746,Independencia,ROSARIO IBARRA,0,2,Colonia,Buen estado
-103.727092,19.259625,Independencia,ROSARIO IBARRA,0,2,Colonia,Buen estado
-103.72674,19.259499,Independencia,ROSARIO IBARRA,0,2,Colonia,Buen estado
-103.725949,19.259219,Independencia,ROSARIO IBARRA,0,2,Colonia,Buen estado
-103.7261,19.259372,Independencia,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.726354,19.259463,Independencia,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.726893,19.259654,Independencia,ROSARIO IBARRA,10001035,2,Colonia,Buen estado
-103.727292,19.259853,Republica de uruguay,ROSARIO IBARRA,10001035,1,Colonia,Buen estado
-103.727335,19.259981,Republica de uruguay,ROSARIO IBARRA,10001035,1,Colonia,Buen estado
-103.72722,19.260045,Republica de uruguay,ROSARIO IBARRA,10001035,1,Colonia,Buen estado
-103.72723,19.260264,Republica de uruguay,ROSARIO IBARRA,10001035,1,Colonia,Buen estado
-103.727166,19.260433,Republica de uruguay,ROSARIO IBARRA,10001035,1,Colonia,Buen estado
-103.727054,19.260486,Republica de uruguay,ROSARIO IBARRA,10001035,1,Colonia,Buen estado
-103.7271,19.260609,Republica de uruguay,ROSARIO IBARRA,10001035,1,Colonia,Buen estado
-103.739829,19.257526,Abasolo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739337,19.257277,Abasolo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738887,19.257048,Abasolo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737309,19.256432,Abasolo,SAN ISIDRO,10001007,7,Colonia,Buen estado
-103.737794,19.256555,Abasolo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738411,19.256822,Abasolo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735068,19.25648,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735386,19.256616,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735558,19.256691,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735842,19.256817,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73619,19.256973,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736452,19.257088,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736683,19.257189,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73702,19.257435,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73773,19.257677,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738036,19.257813,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738328,19.257948,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738716,19.258044,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739015,19.258186,Aldama,SAN ISIDRO,10001007,6,Colonia,Buen estado
-103.739115,19.258235,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73931,19.258327,Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734021,19.258368,Allende,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73444,19.258563,Allende,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739924,19.257445,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.740147,19.257012,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.740363,19.256611,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.740592,19.256168,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.740704,19.255952,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739729,19.257792,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73953,19.257923,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739335,19.258524,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739094,19.258951,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738953,19.25921,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738744,19.259615,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738571,19.259964,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738372,19.260338,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738179,19.260695,Cristobal Colon,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737272,19.256795,Filiberto Rodriguez,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73709,19.257208,Filiberto Rodriguez,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734348,19.257493,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734713,19.257635,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735223,19.257843,Gregorio Torres Quintero,SAN ISIDRO,10001007,4,Colonia,Buen estado
-103.735529,19.257879,Gregorio Torres Quintero,SAN ISIDRO,10001007,5,Colonia,Buen estado
-103.735599,19.258007,Gregorio Torres Quintero,SAN ISIDRO,10001007,5,Colonia,Buen estado
-103.735735,19.25807,Gregorio Torres Quintero,SAN ISIDRO,10001007,5,Colonia,Buen estado
-103.735955,19.258212,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736213,19.258387,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736515,19.258591,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736982,19.258907,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737334,19.259143,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737721,19.259334,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738087,19.259497,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738456,19.259657,Gregorio Torres Quintero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735081,19.255841,Guillerno Prieto,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734906,19.256208,Guillerno Prieto,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734772,19.256516,Guillerno Prieto,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734579,19.256967,Guillerno Prieto,SAN ISIDRO,10001007,3,Colonia,Buen estado
-103.734507,19.257135,Guillerno Prieto,SAN ISIDRO,10001007,3,Colonia,Buen estado
-103.734177,19.257846,Guillerno Prieto,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734017,19.258179,Guillerno Prieto,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.733855,19.258516,Guillerno Prieto,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.733692,19.25886,Guillerno Prieto,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.733525,19.25922,Guillerno Prieto,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735866,19.258631,Leonel Ramirez Garcia,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736332,19.258938,Leonel Ramirez Garcia,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736797,19.259248,Leonel Ramirez Garcia,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737168,19.259479,Leonel Ramirez Garcia,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.733966,19.259388,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734383,19.259579,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.734849,19.259797,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735297,19.259997,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73573,19.26012,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736406,19.260422,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736833,19.260608,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737285,19.260822,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737629,19.260988,Nicolas Bravo,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737326,19.257903,Norma Ceballos Larios,SAN ISIDRO,10001007,4,Colonia,Buen estado
-103.736954,19.258212,Norma Ceballos Larios,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736663,19.258457,Norma Ceballos Larios,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737033,19.256192,Plutarco Elias Calles,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736598,19.255998,Plutarco Elias Calles,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736378,19.255895,Plutarco Elias Calles,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736061,19.255762,Plutarco Elias Calles,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735764,19.255653,Plutarco Elias Calles,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735301,19.255481,Plutarco Elias Calles,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73535,19.255387,Plutarco Elias Calles jardin,SAN ISIDRO,10001007,8,Colonia,Buen estado
-103.735497,19.255437,Plutarco Elias Calles jardin,SAN ISIDRO,10001007,8,Colonia,Buen estado
-103.739567,19.255644,Plutarco Elias Calles Priv.,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736588,19.255879,Plutarco Elias Calles Priv.,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736413,19.255822,Plutarco Elias Calles Priv.,SAN ISIDRO,10001007,1,Colonia,Buen estado
-103.736098,19.255686,Plutarco Elias Calles Priv.,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735446,19.257049,Priv. Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73538,19.257211,Priv. Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737497,19.258171,Priv. Gregorio Torres Quintero,SAN ISIDRO,10001007,4,Colonia,Buen estado
-103.73617,19.257046,Profa Maria refugio Guzmanpriv Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.736034,19.257381,Profa Maria refugio Guzmanpriv Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.735877,19.25767,Profa Maria refugio Guzmanpriv Aldama,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73588,19.257731,Profa Maria refugio Guzmanpriv Aldama,SAN ISIDRO,10001007,5,Colonia,Buen estado
-103.735748,19.257903,Profa Maria refugio Guzmanpriv Aldama,SAN ISIDRO,10001007,5,Colonia,Buen estado
-103.740017,19.256244,Venuatiano Carranza,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.73864,19.256811,Vicente Guerrero,SAN ISIDRO,10001007,4,Colonia,Buen estado
-103.738782,19.256501,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738907,19.25624,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739062,19.255913,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739245,19.255522,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.739366,19.255252,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738474,19.257365,Vicente Guerrero,SAN ISIDRO,10001007,4,Colonia,Buen estado
-103.738434,19.257466,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738104,19.258093,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737776,19.258659,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737433,19.259292,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.737136,19.25984,Vicente Guerrero,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.738038,19.261174,Zaragoza,SAN ISIDRO,10001007,2,Colonia,Buen estado
-103.733813,19.272878,AND Jugeteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733536,19.273198,AND Jugeteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.73353,19.273198,AND Jugeteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733287,19.273482,AND Jugeteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732992,19.273817,AND Jugeteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732785,19.274086,AND Jugeteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733279,19.271753,AND Metalisteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733071,19.271979,AND Metalisteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732875,19.272231,AND Metalisteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732591,19.272563,AND Metalisteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732319,19.272882,AND Metalisteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732089,19.273155,AND Metalisteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.734117,19.273015,AND Talabarteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733823,19.273361,AND Talabarteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733554,19.27368,AND Talabarteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733263,19.274032,AND Talabarteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733035,19.274286,AND Talabarteria,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733354,19.272184,AND Textilera,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733108,19.272477,AND Textilera,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732851,19.272775,AND Textilera,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732721,19.27293,AND Textilera,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732547,19.273142,AND Textilera,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.732337,19.273387,AND Textilera,SENDEROS DEL CARMEN,10001044,2,Avenida,Buen estado
-103.733629,19.271351,Av Maria Ahumada de Gomez,SENDEROS DEL CARMEN,10001044,1,"Doble, Avenida",Buen estado
-103.733547,19.271953,de la Alfareria,SENDEROS DEL CARMEN,10001044,2,Colonia,Buen estado
-103.732162,19.273611,de las Miniaturas,SENDEROS DEL CARMEN,10001044,2,Colonia,Buen estado
-103.732438,19.27382,de las Miniaturas,SENDEROS DEL CARMEN,10001044,2,"Doble, Colonia",Buen estado
-103.732901,19.274459,Nicasio Carbajal flores,SENDEROS DEL CARMEN,10001044,2,Colonia,Buen estado
-103.722771,19.260482,Amado Nervo,SNTE,10001012,2,Colonia,Buen estado
-103.723071,19.259755,Amado Nervo,SNTE,10001012,2,Colonia,Buen estado
-103.722915,19.260819,Av Tecnologico,SNTE,10001012,1,"Doble, Avenida",Buen estado
-103.723283,19.261084,Av Tecnologico,SNTE,10001012,1,"Doble, Avenida",Buen estado
-103.7248,19.262241,Av Tecnologico,SNTE,10001012,1,"Doble, Avenida",Buen estado
-103.723668,19.261374,Av Tecnologico,SNTE,10001012,1,"Doble, Avenida",Buen estado
-103.72405,19.261666,Av Tecnologico,SNTE,10001012,1,"Doble, Avenida",Buen estado
-103.724425,19.261953,Av Tecnologico,SNTE,10001012,1,"Doble, Avenida",Buen estado
-103.725138,19.26249,Av Tecnologico,SNTE,10001012,1,"Doble, Avenida",Buen estado
-103.72587,19.260385,Ixtlahuacan Priv.,SNTE,10001012,2,Colonia,Buen estado
-103.725833,19.260582,Ixtlahuacan Priv.,SNTE,10001012,2,Colonia,Buen estado
-103.725799,19.260781,Ixtlahuacan Priv.,SNTE,10001012,2,Colonia,Buen estado
-103.725752,19.261018,Ixtlahuacan Priv.,SNTE,10001012,2,Colonia,Buen estado
-103.724547,19.260205,Jorge Castell Guerrero,SNTE,10001012,1,Colonia,Buen estado
-103.724494,19.260493,Jorge Castell Guerrero,SNTE,10001012,1,Colonia,Buen estado
-103.724442,19.260777,Jorge Castell Guerrero,SNTE,10001012,1,Colonia,Buen estado
-103.723369,19.260008,Jose Juarez Martinez,SNTE,10001012,1,Colonia,Buen estado
-103.723294,19.260441,Jose Juarez Martinez,SNTE,10001012,1,Colonia,Buen estado
-103.723253,19.260653,Jose Juarez Martinez,SNTE,10001012,1,Colonia,Buen estado
-103.725242,19.26047,Maria concepcion barbosa,SNTE,10001012,1,Colonia,Buen estado
-103.725176,19.260822,Maria concepcion barbosa,SNTE,10001012,1,Colonia,Buen estado
-103.725024,19.26165,Maria concepcion barbosa,SNTE,10001012,2,Colonia,Buen estado
-103.724942,19.262085,Maria concepcion barbosa,SNTE,10001012,2,Colonia,Buen estado
-103.724149,19.260144,Prof Jose Torres Andrade,SNTE,10001012,1,Colonia,Buen estado
-103.724097,19.260426,Prof Jose Torres Andrade,SNTE,10001012,1,Colonia,Buen estado
-103.724043,19.260712,Prof Jose Torres Andrade,SNTE,10001012,1,Colonia,Buen estado
-103.723397,19.260904,Prof Ma Concepcion Farias,SNTE,10001012,1,Colonia,Buen estado
-103.723603,19.260937,Prof Ma Concepcion Farias,SNTE,10001012,1,Colonia,Buen estado
-103.72399,19.261004,Prof Ma Concepcion Farias,SNTE,10001012,1,Colonia,Buen estado
-103.724385,19.26107,Prof Ma Concepcion Farias,SNTE,10001012,1,Colonia,Buen estado
-103.724715,19.261123,Prof Ma Concepcion Farias,SNTE,10001012,1,Colonia,Buen estado
-103.724896,19.260103,Prof Roberto Fedz Mariscal,SNTE,10001012,1,Colonia,Buen estado
-103.724923,19.26026,Prof Roberto Fedz Mariscal,SNTE,10001012,1,Colonia,Buen estado
-103.724813,19.260547,Prof Roberto Fedz Mariscal,SNTE,10001012,1,Colonia,Buen estado
-103.72476,19.260829,Prof Roberto Fedz Mariscal,SNTE,10001012,1,Colonia,Buen estado
-103.723755,19.260077,Prof Sergio Diaz Virgen,SNTE,10001012,1,Colonia,Buen estado
-103.723703,19.260358,Prof Sergio Diaz Virgen,SNTE,10001012,1,Colonia,Buen estado
-103.72365,19.260644,Prof Sergio Diaz Virgen,SNTE,10001012,1,Colonia,Buen estado
-103.723792,19.25988,Republica de Peru,SNTE,10001012,1,Colonia,Buen estado
-103.724195,19.259957,Republica de Peru,SNTE,10001012,1,Colonia,Buen estado
-103.724581,19.260038,Republica de Peru,SNTE,10001012,1,Colonia,Buen estado
-103.724897,19.260103,Republica de Peru,SNTE,10001012,1,Colonia,Buen estado
-103.725229,19.260165,Republica de Peru,SNTE,10001012,1,Colonia,Buen estado
-103.725748,19.260306,Republica de Peru,SNTE,10001012,2,Colonia,Buen estado
-103.735997,19.272781,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.736444,19.272708,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.736244,19.272957,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.736585,19.27302,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.736809,19.273329,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.737054,19.273517,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
