X,Y,calle,colonias,ID_COL,tipo,Ubicación,Reporte
-103.737431,19.273787,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.737648,19.273874,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.737555,19.273671,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.73747,19.273502,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.737769,19.273375,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738057,19.273994,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.737849,19.273545,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.737946,19.273753,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738407,19.273982,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738303,19.273761,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738183,19.273493,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738072,19.273256,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738714,19.273887,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738601,19.273639,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738476,19.273371,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738365,19.273128,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.739009,19.27376,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738896,19.273516,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738774,19.27325,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738656,19.273004,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.739301,19.273639,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.739194,19.273389,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.739072,19.273125,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738891,19.272741,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738795,19.272522,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738681,19.272278,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738559,19.272008,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738452,19.271772,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.738387,19.271641,"Soriona, City Club, Coopel",Soriana,0,1,4 Luminarias,Buen estado
-103.769627,19.239417,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.769478,19.239748,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.769331,19.240082,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.769164,19.240453,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.769016,19.240786,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.768867,19.241122,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.768698,19.241497,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.768547,19.241839,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.768394,19.242182,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.768224,19.242562,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.768074,19.242904,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.767917,19.243256,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.767749,19.243627,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.767622,19.24391,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.767468,19.244257,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.767295,19.244643,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.767144,19.244987,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.766983,19.24535,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.766811,19.245731,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.766699,19.24598,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.766538,19.246343,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.766406,19.246639,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.766238,19.247016,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.766095,19.247337,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.765934,19.247698,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.765792,19.248016,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.765649,19.248337,Amatista,TABACHINES,10001146,1,Colonia,Buen estado
-103.767854,19.239101,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.767711,19.239428,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.767516,19.239726,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.767402,19.240071,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.767132,19.240252,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.76687,19.240765,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.766785,19.241134,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.766668,19.241937,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.766535,19.242298,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.766248,19.24255,Martin Gudiyo Toscano,TABACHINES,10001146,1,Colonia,Buen estado
-103.770752,19.240011,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.770601,19.24036,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.770456,19.240675,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.770288,19.241054,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.770141,19.241385,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.769987,19.24173,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.769823,19.24209,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.769668,19.242439,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.76951,19.242791,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.769345,19.243166,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.769193,19.243506,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.769113,19.243708,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.768704,19.244593,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.768536,19.244982,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.768381,19.24533,Opalo,TABACHINES,10001146,1,Colonia,Buen estado
-103.768487,19.2391,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.768339,19.239432,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.768191,19.239765,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.768025,19.240142,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.767876,19.240473,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.767729,19.240807,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.767558,19.241189,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.767406,19.24153,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.767254,19.241872,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.767085,19.242251,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.766934,19.242588,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.766837,19.242805,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.766664,19.24319,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.766598,19.243339,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.766448,19.243673,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.766278,19.244053,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.7661,19.244455,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.765961,19.24477,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.765781,19.245175,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.765672,19.24542,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.76551,19.245783,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.765215,19.246442,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.765069,19.246773,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.764906,19.247136,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.764764,19.247454,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.764645,19.247712,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.764523,19.247998,Zafiro,TABACHINES,10001146,1,Colonia,Buen estado
-103.770087,19.238332,Amatista,TABACHINES II,10001179,1,Colonia,Buen estado
-103.769939,19.238683,Amatista,TABACHINES II,10001179,1,Colonia,Buen estado
-103.769789,19.239036,Amatista,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771295,19.238125,Gregorio Macedo Lopez,TABACHINES II,10001179,1,Colonia,Buen estado
-103.772011,19.238335,Gregorio Macedo Lopez,TABACHINES II,10001179,1,"Doble, Colonia",Buen estado
-103.77166,19.238347,Gregorio Macedo Lopez,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771461,19.239034,Ismael Aguayo Figueroa,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771882,19.239195,Ismael Aguayo Figueroa,TABACHINES II,10001179,1,Colonia,Buen estado
-103.77029,19.238187,Juan Hernandez Espinoza,TABACHINES II,10001179,1,Colonia,Buen estado
-103.770912,19.23843,Juan Hernandez Espinoza,TABACHINES II,10001179,1,Colonia,Buen estado
-103.77126,19.238564,Juan Hernandez Espinoza,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771511,19.238644,Juan Hernandez Espinoza,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771823,19.238763,Juan Hernandez Espinoza,TABACHINES II,10001179,1,Colonia,Buen estado
-103.772141,19.238886,Juan Hernandez Espinoza,TABACHINES II,10001179,1,Colonia,Buen estado
-103.768851,19.23844,Macario Barbosa Galvan,TABACHINES II,10001179,1,Colonia,Buen estado
-103.769168,19.238562,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.769482,19.238683,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.769804,19.238808,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.770146,19.238914,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.770404,19.239015,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.770679,19.239117,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.770978,19.239233,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.771313,19.239389,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.771726,19.239547,Macario Barbosa Galvan,TABACHINES II,10001179,0,Colonia,Buen estado
-103.770817,19.238082,Martin Gudiyo Toscano,TABACHINES II,10001179,1,Colonia,Buen estado
-103.77049,19.238122,Martin Gudiyo Toscano,TABACHINES II,10001179,1,Colonia,Buen estado
-103.769727,19.238216,Martin Gudiyo Toscano,TABACHINES II,10001179,1,Colonia,Buen estado
-103.769304,19.238267,Martin Gudiyo Toscano,TABACHINES II,10001179,1,Colonia,Buen estado
-103.76897,19.238309,Martin Gudiyo Toscano,TABACHINES II,10001179,1,Colonia,Buen estado
-103.76854,19.23836,Martin Gudiyo Toscano,TABACHINES II,10001179,1,Colonia,Buen estado
-103.76824,19.238408,Martin Gudiyo Toscano,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771503,19.23847,Opalo,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771353,19.238821,Opalo,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771202,19.239173,Opalo,TABACHINES II,10001179,1,Colonia,Buen estado
-103.771053,19.239523,Opalo,TABACHINES II,10001179,1,Colonia,Buen estado
-103.770509,19.238523,Priv Macario Barbosa Galvan,TABACHINES II,10001179,1,Colonia,Buen estado
-103.770386,19.23881,Priv Macario Barbosa Galvan,TABACHINES II,10001179,1,Colonia,Buen estado
-103.768621,19.238586,Zafiro,TABACHINES II,10001179,1,Colonia,Buen estado
-103.773939,19.243145,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.773769,19.243506,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.77394,19.243577,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.773606,19.243845,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.773777,19.243913,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.773446,19.244179,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.773617,19.24425,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.773274,19.244529,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.77345,19.244605,Av. Buenos Aires,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.772861,19.242716,Av. Lapilazuli,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.772697,19.243081,Av. Lapilazuli,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.772544,19.243427,Av. Lapilazuli,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.772394,19.243762,Av. Lapilazuli,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.772208,19.244179,Av. Lapilazuli,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.771521,19.242169,Montecarlo,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.771351,19.242552,Montecarlo,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.771204,19.242881,Montecarlo,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.771051,19.243227,Montecarlo,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.770888,19.243595,Montecarlo,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.770762,19.241884,Piramide Desoser,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.77054,19.242257,Piramide Desoser,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.77036,19.242551,Piramide Desoser,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.770161,19.242872,Piramide Desoser,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.769953,19.24321,Piramide Desoser,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.769725,19.243572,Piramide Desoser,VALLE DEL SOL,0,2,Colonia,Buen estado
-103.73036,19.266176,5 de mayo,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.730216,19.265871,Cuauhtemoc,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.730348,19.26661,Cuauhtemoc,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.730409,19.266907,Cuauhtemoc,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.730494,19.267296,Cuauhtemoc,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.730683,19.267488,Hermenegildo Galeana,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731008,19.267622,Hermenegildo Galeana,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731415,19.267784,Hermenegildo Galeana,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.730331,19.265682,Lopez Rayon,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.730825,19.265883,Lopez Rayon,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731121,19.266004,Lopez Rayon,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731417,19.266126,Lopez Rayon,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.73161,19.266208,Lopez Rayon,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731724,19.266259,Lopez Rayon,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731924,19.266538,Paseo del pereira,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731784,19.266874,Paseo del pereira,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731754,19.267283,Paseo del pereira,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.731649,19.267701,Paseo del pereira,VILLA CARLOS,10001115,2,Colonia,Buen estado
-103.73837,19.254308,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.738689,19.254525,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.739219,19.254888,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.738198,19.254072,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.738589,19.254337,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.738995,19.254611,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.739861,19.255187,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.740245,19.25545,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.740623,19.255703,Costitucion,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.741559,19.25421,Cristobal Colon,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.741404,19.254542,Cristobal Colon,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.741252,19.254869,Cristobal Colon,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.741071,19.255256,Cristobal Colon,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
-103.740892,19.255601,Cristobal Colon,VILLAS COLIMAN,10001107,2,Colonia,Buen estado
